Phone Number,Spam Classification,Caller Type,Number of Reports,Call Frequency,Location,Time of Call,Duration (seconds),User Review,Confidence Score (%),Last Report Date,Reported by Verified Users,Conversation Text
7029161674,Spam,Unknown,5,5,Delhi,Evening,482,Telemarketing spam,58,2024-05-26,False,"Hello, we're offering a great deal on credit cards with zero annual fees!"
9941911362,Not Spam,Business,0,0,Bangalore,Morning,179,Genuine call,33,2024-09-10,False,Following up on your inquiry.
6698882540,Not Spam,Business,0,1,Unknown,Afternoon,553,Important call,14,2024-09-29,False,Following up on your inquiry.
9278740135,Not Spam,Personal,0,0,Unknown,Morning,287,OK,29,2024-09-28,True,Following up on your inquiry.
7602264057,Not Spam,Service,0,1,Unknown,Night,971,Important call,34,2024-11-04,False,Your requested callback about the service issue.
8722023156,Not Spam,Service,0,0,Delhi,Morning,578,Expected call,26,2025-01-21,True,This is your delivery service.
6325764888,Not Spam,Business,0,0,Kolkata,Night,232,Helpful service,54,2024-04-22,False,"Hello, calling to confirm your appointment."
7545838235,Not Spam,None,0,0,Chennai,Morning,202,OK,31,2025-01-08,False,This is your bank calling to verify a transaction.
7023817649,Not Spam,None,0,0,Unknown,Evening,514,Business call,42,2024-06-14,False,This is your bank calling to verify a transaction.
9439155214,Not Spam,Service,0,1,Bangalore,Afternoon,168,OK,18,2024-05-02,False,Following up on your inquiry.
9931366332,Not Spam,Business,0,0,Delhi,Night,389,Important call,16,2024-03-26,False,This is your bank calling to verify a transaction.
7078337353,Spam,Unknown,6,3,Hyderabad,Evening,43,Telemarketing spam,62,2024-10-11,False,Are you interested in saving money on your utility bills?
6331700214,Spam,Survey,6,0,Mumbai,Evening,381,Suspicious call,75,2025-01-19,True,Would you like to participate in a quick survey?
6174727381,Not Spam,Business,0,0,Jaipur,Evening,615,Helpful service,30,2024-05-31,False,This is about your recent purchase.
9774705581,Spam,Fraudulent Service,3,3,Pune,Afternoon,47,Suspicious call,77,2024-01-28,True,"Hello, this is about your subscription."
7598433798,Not Spam,None,0,0,Bangalore,Morning,550,Expected call,12,2024-04-10,True,"Hi, this is regarding your job application."
7961320389,Spam,Scammer,1,1,Bangalore,Afternoon,164,Not sure,74,2024-02-29,True,You've won a prize in our lucky draw!
7752378442,Not Spam,Personal,0,0,Delhi,Afternoon,49,Important call,22,2024-03-30,False,Following up on your inquiry.
7885765729,Not Spam,Personal,0,0,Pune,Night,590,OK,33,2024-07-10,True,This is your delivery service.
6671100863,Spam,Telemarketer,1,2,Ahmedabad,Morning,479,Possible spam,76,2024-12-17,False,We have an exclusive offer for you today.
6173527567,Not Spam,None,0,0,Unknown,Morning,49,Business call,45,2024-07-08,False,Following up on your inquiry.
6776894804,Not Spam,Business,0,0,Delhi,Morning,247,Important call,11,2024-03-09,False,"Hi, this is regarding your job application."
8561121263,Not Spam,Service,0,0,Bangalore,Morning,74,Normal call,34,2024-06-12,False,About your recent service request.
7215807950,Not Spam,None,0,0,Bangalore,Night,212,OK,20,2024-11-10,False,Calling from your doctor's office.
6839842504,Not Spam,Personal,0,0,Jaipur,Afternoon,432,Normal call,33,2024-04-09,False,This is your bank calling to verify a transaction.
7588930788,Not Spam,Personal,0,0,Ahmedabad,Morning,465,Business call,37,2024-08-27,True,This is about your recent purchase.
8155093622,Spam,Telemarketer,3,1,Pune,Afternoon,127,Possible spam,73,2024-11-28,False,Calling regarding your recent inquiry.
7421021855,Not Spam,Personal,0,0,Jaipur,Morning,45,Expected call,15,2024-04-01,True,This is about your recent purchase.
8057003802,Not Spam,None,0,0,Unknown,Night,319,Normal call,49,2024-02-07,False,About your recent service request.
8950693977,Not Spam,Business,0,0,Unknown,Evening,67,Helpful service,29,2024-12-18,False,Calling from your doctor's office.
6168911949,Not Spam,Personal,0,1,Ahmedabad,Afternoon,163,Normal call,12,2024-02-07,False,Your requested callback about the service issue.
9045101746,Spam,Telemarketer,9,7,Jaipur,Night,451,Suspicious call,74,2024-10-12,True,We have an exclusive offer for you today.
7090563496,Spam,Telemarketer,1,1,Unknown,Morning,387,Possible spam,78,2024-05-27,True,"Hello, we're offering a great deal on credit cards with zero annual fees!"
8606365415,Not Spam,Personal,0,0,Ahmedabad,Night,500,Normal call,30,2024-04-12,True,Calling regarding your recent inquiry.
9864298698,Not Spam,Personal,0,0,Unknown,Evening,294,Normal call,34,2024-10-28,False,Your requested callback about the service issue.
6342596868,Not Spam,Business,0,0,Pune,Morning,593,Genuine call,49,2024-02-25,False,About your recent service request.
6833836339,Spam,Scammer,7,1,Unknown,Night,585,Annoying call,63,2024-05-03,True,Important notice about your account security.
6408559542,Not Spam,Business,0,0,Mumbai,Afternoon,345,OK,29,2025-01-13,False,About your recent service request.
7353463479,Not Spam,Personal,0,2,Pune,Morning,581,Genuine call,44,2024-06-30,False,Calling from your doctor's office.
8091166921,Not Spam,Personal,0,0,Jaipur,Morning,188,Normal call,22,2024-04-30,False,About your recent service request.
9325459756,Not Spam,Service,0,0,Unknown,Evening,469,Helpful service,33,2024-02-17,False,About your recent service request.
9204607413,Not Spam,Service,0,0,Chennai,Afternoon,299,Expected call,21,2025-01-04,False,Following up on your inquiry.
9690518639,Not Spam,Service,0,0,Unknown,Night,413,Genuine call,22,2024-04-18,True,Your requested callback about the service issue.
7253640910,Not Spam,Business,0,0,Mumbai,Night,113,Genuine call,36,2024-07-21,False,Following up on your inquiry.
8965880939,Not Spam,None,0,0,Ahmedabad,Night,85,Business call,29,2024-02-27,False,Following up on your inquiry.
8490535212,Not Spam,Service,0,0,Ahmedabad,Night,173,OK,25,2024-05-02,False,"Hi, this is regarding your job application."
6427315080,Not Spam,Business,0,2,Jaipur,Night,392,OK,42,2024-11-25,True,"Hello, this is about your subscription."
6770073235,Not Spam,None,0,2,Pune,Night,508,Expected call,35,2024-12-11,True,Following up on your inquiry.
6590903585,Not Spam,Business,0,0,Bangalore,Night,272,Expected call,28,2024-11-13,True,"Hi, this is regarding your job application."
6726974052,Spam,Scammer,15,5,Delhi,Morning,503,Suspicious call,54,2024-03-25,True,This is regarding your car's extended warranty.
9277522967,Not Spam,Service,0,0,Unknown,Morning,749,Normal call,40,2024-04-19,False,This is about your recent purchase.
6194861879,Not Spam,Service,0,0,Chennai,Evening,476,Normal call,52,2024-09-30,False,Your requested callback about the service issue.
6465585610,Spam,Scammer,7,3,Pune,Afternoon,442,Suspicious call,84,2024-02-04,False,You've won a prize in our lucky draw!
9891753983,Not Spam,Business,0,0,Mumbai,Afternoon,376,Helpful service,37,2024-11-08,False,This is about your recent purchase.
9427393897,Not Spam,Personal,0,1,Ahmedabad,Night,141,Business call,30,2024-08-18,False,Following up on your inquiry.
7073630083,Not Spam,None,0,0,Pune,Evening,392,Expected call,46,2024-12-24,True,Your requested callback about the service issue.
6839100277,Spam,Fraudulent Service,5,1,Mumbai,Morning,359,Scam alert,68,2024-06-20,True,Your social security number needs verification.
9530277880,Not Spam,Business,0,0,Hyderabad,Night,301,Normal call,36,2024-10-16,False,Following up on your inquiry.
6844491656,Not Spam,Business,0,0,Kolkata,Afternoon,640,Important call,40,2024-07-13,True,"Hi, this is regarding your job application."
8213544890,Not Spam,Personal,0,0,Unknown,Night,472,Genuine call,48,2025-01-24,False,This is about your recent purchase.
8722503346,Not Spam,Personal,0,0,Pune,Afternoon,511,Normal call,45,2024-07-13,False,We're calling about your account.
6737254869,Not Spam,Service,0,0,Ahmedabad,Evening,119,OK,16,2024-07-24,False,This is your delivery service.
9543024754,Not Spam,Business,0,0,Mumbai,Afternoon,238,Normal call,41,2024-07-25,False,This is a follow-up call.
8491737716,Not Spam,Business,0,0,Delhi,Evening,107,Important call,29,2024-05-08,False,We're calling about your account.
9277244802,Spam,Survey,5,5,Unknown,Night,69,Scam alert,71,2024-07-25,False,We're gathering customer feedback.
9857026475,Not Spam,Service,0,0,Kolkata,Evening,261,Expected call,19,2024-12-09,True,This is your bank calling to verify a transaction.
8048498174,Not Spam,None,0,0,Kolkata,Evening,60,Normal call,25,2024-04-07,False,We're calling about your account.
8072802390,Not Spam,Personal,0,0,Ahmedabad,Afternoon,274,Normal call,21,2024-06-18,True,About your recent service request.
9090902935,Not Spam,None,0,0,Unknown,Evening,846,Helpful service,35,2024-07-19,False,Calling from your doctor's office.
7608288929,Not Spam,Business,0,0,Chennai,Evening,49,Genuine call,17,2024-09-26,True,"Hi, this is regarding your job application."
7073565378,Spam,Scammer,7,0,Jaipur,Evening,142,Unwanted sales,59,2024-11-29,False,This is regarding your car's extended warranty.
8731615786,Not Spam,Business,0,0,Unknown,Night,396,Helpful service,48,2024-09-08,False,"Hi, this is regarding your job application."
6953949454,Not Spam,Business,0,0,Chennai,Afternoon,451,Important call,19,2024-03-10,True,"Hello, calling to confirm your appointment."
6447147953,Spam,Survey,11,3,Pune,Evening,486,Annoying call,48,2024-01-30,False,Your opinion matters to us.
6816954260,Spam,Telemarketer,5,0,Delhi,Afternoon,362,Possible spam,69,2024-03-13,False,Are you interested in saving money on your utility bills?
9171267586,Not Spam,Business,0,0,Ahmedabad,Afternoon,718,Normal call,25,2024-10-06,True,Important information about your service.
7020993265,Not Spam,None,0,0,Jaipur,Night,888,Important call,53,2024-10-08,False,Your requested callback about the service issue.
7338881274,Not Spam,None,0,0,Bangalore,Afternoon,586,Business call,26,2024-06-29,False,This is about your recent purchase.
7738053894,Not Spam,Service,0,0,Unknown,Night,214,Business call,23,2024-10-06,False,About your recent service request.
9314350239,Not Spam,Service,0,0,Jaipur,Afternoon,60,Expected call,13,2024-09-09,False,"Hello, calling to confirm your appointment."
7557048999,Not Spam,Business,0,0,Delhi,Night,159,Expected call,43,2024-12-15,True,This is your delivery service.
7128092952,Not Spam,None,0,0,Mumbai,Evening,140,Important call,36,2024-06-20,False,Calling from your doctor's office.
9984926326,Not Spam,Personal,0,0,Unknown,Afternoon,65,OK,28,2025-01-02,True,About your recent service request.
6700630295,Not Spam,Personal,0,0,Unknown,Morning,524,Expected call,37,2024-02-03,False,"Hello, calling to confirm your appointment."
6970341866,Not Spam,None,0,0,Mumbai,Morning,310,Helpful service,23,2024-05-10,False,"Hello, calling to confirm your appointment."
9809479046,Not Spam,None,0,1,Chennai,Night,232,Helpful service,38,2024-04-20,False,This is your delivery service.
6525387327,Not Spam,Service,0,0,Delhi,Evening,258,OK,43,2025-01-03,False,This is your bank calling to verify a transaction.
7377599427,Spam,Telemarketer,8,0,Bangalore,Afternoon,152,Suspicious call,87,2024-06-30,True,We have an exclusive offer for you today.
9411933989,Not Spam,Personal,0,0,Unknown,Night,230,Business call,10,2024-02-16,False,"Hi, this is regarding your job application."
9389175722,Not Spam,Business,0,0,Unknown,Morning,467,Business call,33,2024-02-02,False,This is your delivery service.
9025266994,Not Spam,None,0,0,Jaipur,Night,560,Normal call,24,2024-10-26,False,Calling from your doctor's office.
6761320703,Not Spam,Service,0,0,Mumbai,Morning,505,Normal call,27,2024-07-23,True,Your requested callback about the service issue.
6754886380,Not Spam,Personal,0,1,Chennai,Afternoon,137,Important call,12,2024-04-24,False,Calling from your doctor's office.
7886797789,Not Spam,Business,0,1,Unknown,Afternoon,96,OK,37,2024-02-16,False,Your requested callback about the service issue.
8861964901,Not Spam,None,0,0,Hyderabad,Night,151,Normal call,23,2024-11-29,False,Following up on your inquiry.
9542312062,Not Spam,Personal,0,1,Kolkata,Evening,394,OK,12,2024-08-15,True,Your requested callback about the service issue.
8525638668,Not Spam,Business,0,0,Unknown,Morning,42,Genuine call,20,2024-07-16,False,Calling regarding your recent inquiry.
7762966667,Not Spam,Personal,0,0,Jaipur,Afternoon,537,Business call,28,2024-09-30,False,Calling from your doctor's office.
8024629700,Not Spam,Personal,0,0,Unknown,Evening,164,Expected call,31,2024-02-12,True,Your requested callback about the service issue.
9214600356,Spam,Fraudulent Service,6,5,Pune,Night,224,Not sure,79,2024-09-04,False,We're calling about your account.
7094558616,Not Spam,None,0,1,Mumbai,Night,883,Expected call,22,2024-07-08,True,"Hello, calling to confirm your appointment."
6251311450,Not Spam,None,0,0,Unknown,Evening,600,Normal call,26,2024-12-12,False,About your recent service request.
6594140606,Not Spam,Personal,0,0,Kolkata,Evening,474,Genuine call,29,2024-10-06,False,This is your delivery service.
9845603756,Not Spam,Service,0,0,Hyderabad,Evening,486,Helpful service,30,2024-05-01,False,Following up on your inquiry.
6714132109,Not Spam,Service,0,0,Pune,Night,116,Business call,33,2024-04-15,True,Calling from your doctor's office.
7630766030,Not Spam,Service,0,0,Delhi,Morning,696,Genuine call,35,2024-03-19,False,"Hello, this is about your subscription."
8227487568,Not Spam,Business,0,0,Delhi,Afternoon,918,Expected call,16,2025-01-17,False,Your requested callback about the service issue.
7057834034,Not Spam,Personal,0,0,Unknown,Afternoon,462,Helpful service,18,2025-01-21,True,Following up on your inquiry.
9230944236,Spam,Unknown,1,4,Jaipur,Afternoon,441,Possible spam,70,2024-02-19,False,Are you interested in saving money on your utility bills?
7329941382,Not Spam,Business,0,0,Jaipur,Night,402,Genuine call,39,2024-01-29,True,"Hello, this is about your subscription."
7481326402,Not Spam,Service,0,2,Jaipur,Morning,384,Business call,44,2024-11-25,False,Your requested callback about the service issue.
6130690832,Not Spam,Business,0,0,Pune,Morning,110,Helpful service,20,2024-02-29,True,Your requested callback about the service issue.
7611054078,Spam,Unknown,4,1,Chennai,Afternoon,498,Annoying call,72,2024-11-22,False,We have an exclusive offer for you today.
9636403773,Not Spam,Personal,0,0,Hyderabad,Evening,590,Helpful service,38,2024-09-26,False,"Hi, this is regarding your job application."
6967858224,Not Spam,Personal,0,1,Hyderabad,Morning,482,Expected call,29,2024-06-02,False,This is about your recent purchase.
7025920131,Not Spam,Service,0,0,Bangalore,Night,595,Normal call,23,2024-09-20,False,This is about your recent purchase.
8332352737,Not Spam,Personal,0,0,Chennai,Afternoon,344,Important call,19,2024-11-24,False,This is about your recent purchase.
7883152023,Not Spam,None,0,0,Jaipur,Morning,542,Business call,22,2024-09-02,False,This is your bank calling to verify a transaction.
6465496210,Not Spam,Personal,0,0,Pune,Night,88,Important call,23,2024-05-01,False,"Hello, calling to confirm your appointment."
7200578807,Not Spam,Service,0,0,Ahmedabad,Morning,555,Business call,16,2024-10-25,False,"Hello, calling to confirm your appointment."
6099757570,Not Spam,None,0,0,Mumbai,Night,815,OK,16,2024-03-01,False,About your recent service request.
9672292338,Spam,Scammer,9,0,Pune,Night,761,Possible spam,76,2024-10-31,False,You've won a prize in our lucky draw!
8684220321,Not Spam,Business,0,0,Unknown,Evening,67,Business call,14,2024-02-04,False,This is about your recent purchase.
7032435025,Not Spam,Service,0,0,Pune,Night,562,OK,36,2024-08-14,False,Calling from your doctor's office.
8444294057,Not Spam,Personal,0,0,Ahmedabad,Evening,172,Business call,41,2024-07-17,False,This is your bank calling to verify a transaction.
9691067258,Spam,Telemarketer,0,8,Delhi,Afternoon,141,Suspicious call,53,2024-11-17,True,We have an exclusive offer for you today.
7552431818,Not Spam,Personal,0,0,Mumbai,Morning,69,Normal call,28,2024-11-13,False,Your requested callback about the service issue.
9720886902,Spam,Scammer,3,1,Ahmedabad,Night,373,Scam alert,72,2024-10-01,True,Your bank account needs verification.
7677231743,Spam,Scammer,12,7,Unknown,Afternoon,34,Possible spam,64,2024-11-11,True,Important notice about your account security.
9766899549,Not Spam,Personal,0,0,Chennai,Night,50,Business call,19,2024-03-16,True,This is your delivery service.
6592471256,Not Spam,None,0,0,Pune,Night,550,Business call,31,2024-10-24,False,About your recent service request.
6391661490,Not Spam,Personal,0,0,Mumbai,Afternoon,315,OK,29,2024-05-24,False,Your requested callback about the service issue.
8643159594,Spam,Survey,6,2,Hyderabad,Night,362,Suspicious call,73,2024-04-16,True,Your opinion matters to us.
9083471143,Spam,Telemarketer,14,4,Hyderabad,Morning,253,Not sure,75,2024-01-29,True,Are you interested in saving money on your utility bills?
8883872114,Not Spam,Business,0,0,Unknown,Morning,108,Genuine call,39,2025-01-18,False,Your requested callback about the service issue.
8736056319,Not Spam,None,0,0,Unknown,Morning,842,Normal call,21,2024-07-31,False,"Hi, this is regarding your job application."
7394059644,Not Spam,None,0,0,Jaipur,Afternoon,250,Genuine call,24,2024-08-05,False,This is your bank calling to verify a transaction.
6886868783,Not Spam,Service,0,0,Unknown,Night,519,Expected call,30,2024-08-25,False,Important information about your service.
7265962711,Not Spam,Business,0,0,Chennai,Afternoon,568,Normal call,41,2024-05-07,False,"Hello, calling to confirm your appointment."
6005373582,Not Spam,None,0,0,Hyderabad,Night,965,OK,41,2024-08-25,False,This is about your recent purchase.
9727194657,Not Spam,None,0,0,Bangalore,Afternoon,36,Normal call,51,2024-03-27,False,This is your bank calling to verify a transaction.
8473262460,Not Spam,None,0,0,Hyderabad,Night,346,OK,27,2025-01-23,False,This is your delivery service.
7154621959,Not Spam,Service,0,0,Ahmedabad,Evening,215,Important call,46,2025-01-20,True,This is your delivery service.
8337044830,Not Spam,Service,0,0,Mumbai,Afternoon,184,Normal call,28,2024-04-29,True,Calling from your doctor's office.
7082587943,Not Spam,Personal,0,0,Unknown,Night,711,Genuine call,26,2024-10-16,True,This is your delivery service.
8499638602,Not Spam,Service,0,0,Unknown,Morning,20,Business call,23,2024-12-06,False,Your requested callback about the service issue.
7214590635,Not Spam,Business,0,0,Jaipur,Afternoon,173,Important call,28,2024-09-02,True,"Hello, calling to confirm your appointment."
9849629255,Not Spam,Service,0,0,Bangalore,Afternoon,903,Expected call,10,2024-04-22,False,Calling from your doctor's office.
9514901473,Not Spam,None,0,0,Bangalore,Morning,1138,Business call,30,2024-05-26,True,"Hello, calling to confirm your appointment."
9739395240,Not Spam,Business,0,0,Kolkata,Morning,595,OK,41,2025-01-12,False,This is your delivery service.
7657025460,Not Spam,Personal,0,0,Delhi,Night,555,Business call,12,2024-05-25,True,This is your bank calling to verify a transaction.
9064605852,Not Spam,Personal,0,1,Unknown,Evening,967,Expected call,30,2024-08-11,True,"Hello, calling to confirm your appointment."
6984970657,Not Spam,Service,0,0,Hyderabad,Afternoon,574,Normal call,16,2025-01-23,False,This is a follow-up call.
8993952564,Not Spam,None,0,1,Unknown,Night,18,Helpful service,26,2024-02-19,True,This is about your recent purchase.
8586381397,Spam,Telemarketer,11,3,Mumbai,Morning,115,Annoying call,53,2024-12-05,True,Special discount available only today!
6850849408,Not Spam,Service,0,0,Hyderabad,Afternoon,396,Helpful service,11,2025-01-08,True,Your requested callback about the service issue.
7729121228,Not Spam,Personal,0,0,Unknown,Afternoon,1003,Helpful service,22,2024-12-26,True,Following up on your inquiry.
7287128067,Not Spam,None,0,0,Unknown,Evening,353,OK,15,2024-09-03,False,"Hi, this is regarding your job application."
7501093333,Not Spam,Personal,0,0,Kolkata,Night,223,Business call,36,2024-03-15,False,This is your bank calling to verify a transaction.
8091346219,Spam,Unknown,6,0,Unknown,Afternoon,244,Not sure,81,2024-06-09,False,We have an exclusive offer for you today.
7199706353,Not Spam,None,0,1,Pune,Morning,476,Business call,34,2024-12-11,False,Calling from your doctor's office.
6278442371,Spam,Survey,12,2,Bangalore,Evening,515,Annoying call,67,2024-03-25,False,Can you spare 5 minutes for a survey?
7225853593,Not Spam,Business,0,0,Kolkata,Night,168,Helpful service,28,2024-08-14,False,This is your bank calling to verify a transaction.
7506033667,Not Spam,None,0,0,Unknown,Night,677,Business call,49,2024-11-30,False,About your recent service request.
8236322088,Not Spam,Business,0,0,Jaipur,Morning,588,Genuine call,32,2024-03-25,False,Calling from your doctor's office.
8035219016,Not Spam,Service,0,0,Pune,Afternoon,387,Important call,36,2024-08-28,True,Your requested callback about the service issue.
7813731996,Not Spam,None,0,1,Hyderabad,Night,341,Helpful service,22,2024-02-23,True,About your recent service request.
6887086728,Not Spam,Personal,0,0,Unknown,Evening,467,Important call,26,2024-02-14,True,This is your delivery service.
6867551780,Not Spam,None,0,0,Kolkata,Night,429,Important call,43,2024-05-25,False,"Hi, this is regarding your job application."
9588356113,Spam,Survey,0,0,Delhi,Night,298,Not sure,45,2024-10-20,False,Can you spare 5 minutes for a survey?
6120861577,Not Spam,Personal,0,0,Pune,Morning,156,Expected call,24,2024-09-03,False,About your recent service request.
9567084762,Not Spam,Business,0,0,Pune,Night,558,Helpful service,46,2024-07-16,True,This is your bank calling to verify a transaction.
9212943597,Not Spam,Personal,0,4,Ahmedabad,Morning,344,Important call,17,2024-07-16,False,Following up on your inquiry.
8067707303,Spam,Telemarketer,2,10,Jaipur,Evening,96,Not sure,68,2024-12-30,True,This is a follow-up call.
7619214696,Not Spam,Personal,0,0,Unknown,Evening,434,Expected call,23,2025-01-12,True,Following up on your inquiry.
8387171310,Spam,Scammer,1,5,Pune,Evening,447,Scam alert,84,2024-10-20,False,Important notice about your account security.
6218251391,Not Spam,Personal,0,0,Ahmedabad,Morning,133,Helpful service,37,2025-01-03,False,"Hello, this is about your subscription."
8944894572,Not Spam,None,0,0,Jaipur,Night,301,Important call,15,2024-06-29,False,Calling from your doctor's office.
7239510987,Not Spam,Personal,0,0,Hyderabad,Afternoon,343,OK,39,2024-12-25,False,"Hi, this is regarding your job application."
8888929511,Not Spam,Service,0,0,Unknown,Afternoon,182,Important call,28,2024-06-20,False,This is about your recent purchase.
7862745373,Not Spam,Service,0,0,Unknown,Night,1053,Important call,29,2024-08-31,True,"Hello, calling to confirm your appointment."
7971438437,Not Spam,Personal,0,0,Unknown,Afternoon,505,Business call,40,2024-06-11,False,This is about your recent purchase.
9490200627,Spam,Telemarketer,4,11,Ahmedabad,Morning,779,Unwanted sales,74,2024-05-30,False,Special discount available only today!
9914778648,Spam,Fraudulent Service,1,0,Jaipur,Morning,1142,Telemarketing spam,67,2024-05-29,False,Urgent action required on your account.
8124231301,Not Spam,Service,0,0,Unknown,Afternoon,304,OK,17,2024-07-10,False,About your recent service request.
8805560350,Not Spam,Business,0,0,Pune,Evening,186,Normal call,46,2024-05-12,False,This is your delivery service.
8156963361,Not Spam,Service,0,0,Delhi,Morning,308,OK,19,2024-05-02,False,"Hi, this is regarding your job application."
8922213762,Not Spam,Business,0,0,Ahmedabad,Evening,465,Business call,20,2024-05-03,False,This is a follow-up call.
6319999462,Not Spam,Service,0,0,Unknown,Morning,182,Helpful service,13,2024-09-13,False,Your requested callback about the service issue.
9166633466,Not Spam,Business,0,0,Delhi,Morning,70,Helpful service,43,2024-05-09,True,"Hi, this is regarding your job application."
6151573953,Not Spam,Service,0,0,Delhi,Night,452,Important call,31,2024-09-19,False,"Hello, calling to confirm your appointment."
7514658286,Not Spam,Personal,0,0,Hyderabad,Morning,577,OK,40,2024-06-13,False,This is your delivery service.
7606627254,Not Spam,Service,0,0,Bangalore,Morning,185,Important call,14,2024-02-26,False,"Hi, this is regarding your job application."
9431473870,Not Spam,Service,0,0,Pune,Afternoon,74,Expected call,19,2024-05-15,False,"Hello, calling to confirm your appointment."
6215699798,Not Spam,Business,0,0,Unknown,Afternoon,260,Genuine call,19,2024-03-12,False,Your requested callback about the service issue.
9480476148,Spam,Survey,1,2,Mumbai,Afternoon,747,Scam alert,77,2025-01-14,False,Your opinion matters to us.
9866110219,Not Spam,Service,0,0,Delhi,Night,243,OK,39,2024-11-01,False,"Hello, this is about your subscription."
9578707859,Not Spam,Service,0,0,Kolkata,Night,542,Business call,27,2024-07-10,True,"Hello, calling to confirm your appointment."
8541008377,Not Spam,Service,0,0,Hyderabad,Morning,401,OK,53,2024-05-17,False,Following up on your inquiry.
6662639680,Not Spam,None,0,0,Kolkata,Morning,131,Business call,45,2024-11-04,False,Calling from your doctor's office.
6070556781,Spam,Telemarketer,6,2,Pune,Night,29,Suspicious call,78,2025-01-03,True,"Hello, we're offering a great deal on credit cards with zero annual fees!"
8901989422,Spam,Unknown,2,5,Pune,Evening,331,Not sure,73,2024-10-20,False,Special discount available only today!
8334722350,Spam,Scammer,1,1,Ahmedabad,Morning,785,Not sure,80,2024-09-12,False,Important notice about your account security.
7831672919,Spam,Unknown,6,2,Unknown,Morning,543,Annoying call,56,2024-03-14,False,"Hello, we're offering a great deal on credit cards with zero annual fees!"
8079676950,Not Spam,Business,0,2,Pune,Evening,44,Normal call,30,2024-06-05,False,Calling from your doctor's office.
7907040663,Not Spam,Business,0,0,Pune,Night,501,Business call,32,2024-03-06,False,Following up on your inquiry.
7103953963,Not Spam,Business,0,0,Pune,Evening,389,Normal call,29,2024-10-01,False,"Hello, this is about your subscription."
9884585909,Not Spam,Personal,0,0,Unknown,Morning,542,Important call,18,2024-02-11,True,This is about your recent purchase.
8568609275,Not Spam,Service,0,0,Unknown,Morning,359,Business call,26,2024-04-12,False,Following up on your inquiry.
9628485905,Not Spam,Personal,0,0,Unknown,Evening,918,Genuine call,8,2024-06-17,False,"Hello, calling to confirm your appointment."
9432359305,Not Spam,Service,0,0,Bangalore,Night,492,OK,39,2024-06-30,True,This is your bank calling to verify a transaction.
7617461542,Not Spam,Personal,0,0,Mumbai,Morning,483,Expected call,37,2024-01-28,False,Important information about your service.
7740208165,Not Spam,Service,0,0,Delhi,Afternoon,576,Expected call,17,2024-06-15,False,This is your delivery service.
7258782296,Not Spam,Service,0,0,Unknown,Afternoon,328,Important call,41,2024-06-26,True,Calling from your doctor's office.
6954380883,Not Spam,Business,0,0,Chennai,Night,87,Business call,42,2024-02-25,False,This is your delivery service.
6124983268,Not Spam,Business,0,0,Mumbai,Evening,401,Helpful service,30,2024-02-16,False,This is about your recent purchase.
9004421791,Not Spam,Business,0,0,Mumbai,Evening,227,OK,23,2024-02-17,True,"Hi, this is regarding your job application."
8531606304,Not Spam,Personal,0,0,Ahmedabad,Night,1142,OK,24,2024-07-10,True,Calling regarding your recent inquiry.
7401988355,Not Spam,None,0,0,Unknown,Night,539,Genuine call,44,2024-06-22,True,Calling from your doctor's office.
8744884201,Not Spam,None,0,1,Kolkata,Evening,963,Genuine call,37,2024-12-19,False,This is your delivery service.
9639690067,Spam,Unknown,5,1,Mumbai,Night,332,Unwanted sales,61,2024-06-25,False,Are you interested in saving money on your utility bills?
8147400156,Not Spam,None,0,0,Pune,Night,250,Business call,49,2024-12-15,False,Your requested callback about the service issue.
9350097615,Not Spam,None,0,0,Ahmedabad,Night,161,Important call,25,2024-05-10,False,This is your delivery service.
7581277108,Not Spam,Personal,0,0,Unknown,Night,163,OK,43,2024-11-02,False,"Hi, this is regarding your job application."
8146987003,Not Spam,Business,0,0,Unknown,Evening,269,OK,37,2024-09-22,False,About your recent service request.
6314234798,Not Spam,Business,0,0,Hyderabad,Night,599,Important call,22,2024-03-06,False,Calling from your doctor's office.
7405968547,Not Spam,None,0,1,Pune,Morning,524,OK,16,2024-02-12,False,About your recent service request.
9411167016,Not Spam,Business,0,0,Chennai,Morning,286,Expected call,18,2024-05-05,False,About your recent service request.
9825305121,Not Spam,Business,0,0,Unknown,Evening,71,Normal call,22,2024-08-18,False,This is your bank calling to verify a transaction.
9826238696,Not Spam,Personal,0,0,Delhi,Evening,582,Business call,34,2024-05-09,True,This is your delivery service.
6764361533,Spam,Fraudulent Service,13,5,Chennai,Night,564,Not sure,84,2024-08-30,False,Your social security number needs verification.
9692696814,Not Spam,Personal,0,0,Jaipur,Afternoon,236,Normal call,35,2024-01-27,False,Calling from your doctor's office.
8229459667,Spam,Survey,2,0,Bangalore,Afternoon,92,Annoying call,80,2024-04-29,True,"Hello, this is about your subscription."
7341793081,Not Spam,Business,0,0,Chennai,Afternoon,418,OK,24,2024-12-19,False,We're calling about your account.
8250665263,Spam,Telemarketer,5,4,Mumbai,Evening,589,Not sure,69,2024-10-27,True,Are you interested in saving money on your utility bills?
9146909806,Not Spam,None,0,0,Unknown,Night,355,Normal call,36,2024-03-23,True,"Hello, calling to confirm your appointment."
6052752875,Not Spam,Business,0,0,Mumbai,Afternoon,10,Important call,37,2025-01-02,False,Your requested callback about the service issue.
